Wskusku,Description,Location,High,Tie,Case Height,Case Depth,Case Width,Case Weight
3500756,KRO CHILI RDY DCD TOMATO      ,G4BX22              ,3,17,9.00,12.00,9.00,25.60
3500768,OEP SPY JLPN CHDR TAC SHT     ,G4BX24              ,4,18,6.50,13.15,7.43,3.10
3504470,BUSH ZERO SGR AD BKD BNS      ,G4BX32              ,6,14,5.80,13.75,10.25,23.40
3502933,DELMNT NS WHL KRNL CORN       ,G4BX34              ,4,22,3.50,11.10,8.30,8.30
3503805,BUSH ORIGINAL BAKED BEANS     ,G4BX53              ,12,14,3.50,13.70,10.20,13.80
3505353,SW ITLN RECIPE STWD TMTO      ,G4BX63              ,12,17,5.00,12.00,9.00,13.50
3505702,KRO HICKORY BAKED BEANS       ,G4BX73              ,8,14,5.88,17.75,14.38,24.00
3502701,SMRTWY GRANULATED SUGAR       ,G4BX83              ,5,14,8.50,17.00,6.50,41.00
3500562,PNPT BOILED PEANUTS           ,G4BY22              ,10,10,5.00,16.50,12.25,23.60
3502804,KRO WHL KERNEL WHITE CORN     ,G4BY32              ,10,17,4.50,12.25,9.25,12.43
3502991,DELMNT FR STYL GRN BEANS      ,G4BY53              ,3,17,9.00,12.00,9.00,26.00
3505791,KRO LT RED KIDNEY BEANS       ,G4BY63              ,10,17,4.63,12.00,9.25,13.70
3501616,HNTS NS DICED TOMATOES        ,G4BY73              ,8,16,4.50,12.20,9.10,12.60
3500283,MOLV MJST MDM SKB DIL PKL     ,G4CA02              ,5,20,5.59,13.25,7.70,15.50
3591051,LACHY BEAN SPROUTS            ,G4CA04              ,7,21,4.56,12.38,6.25,8.10
3502018,BUSH MED TEXAS CHLI STRTR     ,G4CA12              ,10,14,3.60,13.75,10.25,13.50
3502431,DELMNT CUT GREEN BEANS        ,G4CA14              ,7,7,4.78,18.64,12.51,26.20
3510182,KKMN TERIYAKI SAUCE           ,G4CA22              ,3,14,9.80,12.60,9.50,25.50
3594959,STO FILTERED EVOO             ,G4CA32              ,3,36,11.54,8.50,5.55,16.07
3500585,KRO TOMATO SAUCE              ,G4CA53              ,7,10,4.78,16.24,12.12,25.10
3505972,DELMNT NS SWEET PEAS          ,G4CA55              ,4,22,3.38,11.06,8.25,8.00
3510181,KKMN SOY SAUCE                ,G4CA63              ,3,14,9.50,12.50,9.30,24.70
3520782,BRCE CUT YAMS IN SYRUP        ,G4CA73              ,7,10,4.70,16.00,13.00,26.00
3503806,BUSH VEGETARN BAKED BEANS     ,G4CA75              ,10,14,3.50,13.70,10.20,13.80
3598041,STO TOMATO PASTE              ,G4CA85              ,8,16,3.38,13.25,9.13,12.00
3506385,KRO MEDIUM PICANTE SAUCE      ,G4CB02              ,5,15,7.00,12.00,9.00,19.80
3502854,KRO CORN  PEPPERS             ,G4CB04              ,9,15,3.50,12.63,9.50,11.00
3504259,HNTS BSL GRL ORE TMTO SCE     ,G4CB14              ,10,9,3.30,16.00,11.00,13.90
3504392,REDGLD DICED TMTO W/BGO       ,G4CB24              ,7,17,4.10,12.10,9.10,13.00
3504616,REDGLD TOMATO SAUCE           ,G4CB32              ,8,17,4.10,12.10,9.10,13.60
3506085,PRSL MRNTD ARTICHOKE HRTS     ,G4CB34              ,5,17,3.10,11.60,8.50,10.00
3504466,BUSH ZERO SGR AD BKD BNS      ,G4CB55              ,6,14,3.60,13.75,10.25,13.60
3501957,ROTEL DCD SSN CHL FXN TOM     ,G4CB63              ,6,20,4.06,11.13,8.31,9.50
3505141,KRO BTTRMILK FIELDS RANCH     ,G4CB65              ,4,32,8.50,8.60,6.20,7.30
3501091,DELMNT MUSHROOM SLICES        ,G4CB73              ,7,18,4.96,11.06,8.19,12.02
3502146,CNTD CRUSHED TOMATOES         ,G4CB83              ,5,16,4.81,12.13,8.56,12.20
3501055,BUSH GRLN BRBN BR SGR BNS     ,G4CC02              ,8,14,4.60,13.70,10.20,19.70
3504925,CNTD ROMA TOMATO PASTE        ,G4CC04              ,9,31,3.50,9.38,6.75,5.48
3506941,HNTS DICED TOMATOES           ,G4CC12              ,6,8,5.00,16.50,12.00,24.00
3502922,DELMNT SLICED CARROTS         ,G4CC14              ,7,22,3.50,11.30,8.30,8.00
3500961,ROTEL DCD MEX LIM CLN TOM     ,G4CC22              ,8,20,4.10,11.20,8.30,9.50
3505926,ROTEL NSA DCD GRN CHL TOM     ,G4CC24              ,8,20,4.13,11.13,8.31,8.90
3504601,DELMNT CUT GREEN BEANS        ,G4CC32              ,3,22,3.30,11.00,8.00,7.80
3500651,RNCH STYL BEANS HEATEAT       ,G4CC34              ,5,11,2.88,14.38,10.75,6.50
3598415,LEEKK SRIRACHA MAYONNAISE     ,G4CC55              ,3,40,9.96,8.07,5.70,6.50
3594921,KKMN RICE SWT SOY SAUCE       ,G4CC63              ,4,50,8.38,7.47,5.04,7.50
3501012,KRO BFFET CARROTS CUP 2PK     ,G4CC65              ,10,14,3.29,13.57,10.10,6.50
3502934,DELMNT WHOLE KERNEL CORN      ,G4CC73              ,7,22,3.40,10.90,8.30,8.00
3503941,LSUR YOUNG SML EARLY PEAS     ,G4CC75              ,5,21,3.50,11.00,8.30,7.70
3506206,KRO ARTICHOKE HRTS 8-10CT     ,G4CC83              ,7,34,4.70,9.00,6.30,6.80
3591862,TNGL CRMY MUSHROOM PASTA      ,G4CC85              ,9,8,3.23,17.72,11.93,2.43
3512719,MRTN PLAIN SALT               ,G4CD02              ,4,14,11.40,14.00,10.50,42.70
3512726,MRTN IODIZED SALT             ,G4CD12              ,4,14,11.20,13.50,10.50,42.60
3500805,IMPR POWDERED SUGAR           ,G4CD22              ,6,8,8.25,18.25,10.50,25.00
3520178,IMPR PURE CN DK BROWN SGR     ,G4CD32              ,7,10,6.00,19.00,10.00,24.50
3504819,FLRD ORGNC RAW CANE SGR       ,G4CD53              ,7,10,7.77,19.45,9.51,25.50
3505346,SW MXCN RECIPE STWD TMTO      ,G4CD63              ,12,17,4.63,12.00,9.00,13.00
3501792,SWAN DOWN CAKE FLOUR          ,G4CD73              ,5,12,9.00,13.00,10.50,17.50
3500144,KRO DARK BROWN SUGAR          ,G4CD83              ,10,7,4.75,18.00,12.75,25.00
3505307,BUSH CNTRY STYL BKD BEANS     ,G4CF02              ,7,14,6.00,13.70,10.20,24.70
3502005,BUSH GREAT NORTHERN BEANS     ,G4CF22              ,12,17,4.50,12.10,9.10,13.60
3501974,GMDL WHOLE WHEAT FLOUR        ,G4CF32              ,7,9,7.50,16.50,11.00,40.80
3515493,GMDL ALL PURPOSE FLOUR        ,G4CF53              ,7,9,9.00,14.50,11.00,38.30
3598038,STO SEASONED BLACK BEANS      ,G4CF63              ,10,17,5.00,12.13,9.13,13.50
3502729,SMRTWY GRANULATED SUGAR       ,G4CF73              ,6,10,7.75,19.50,8.75,41.00
3515498,GMDL UNBLEACHED FLOUR         ,G4CF83              ,7,9,7.00,17.10,12.00,38.30
3515497,GMDL BETTER 4 BREAD FLOUR     ,G4CG02              ,7,9,7.00,16.70,11.70,38.20
3502682,IMPR XTRA FINE GRAN SUGAR     ,G4CG12              ,5,14,4.50,20.00,15.50,40.00
3515494,GMDL SELF RISING FLOUR        ,G4CG22              ,7,9,7.00,16.00,12.00,38.00
3502729,SMRTWY GRANULATED SUGAR       ,G4CG32              ,6,10,7.75,19.50,8.75,41.00
3502730,KRO ALL PURPOSE FLOUR         ,G4CG53              ,9,10,6.00,17.50,8.70,24.50
3500201,DELMNT HMSTYLE SAUERKRAUT     ,G4CG63              ,7,13,5.68,13.50,9.06,18.14
3502786,KRO SELF RISING FLOUR         ,G4CG73              ,6,10,7.20,15.50,11.00,40.50
3504345,HNTS WHOLE TOMATOES           ,G4CG83              ,7,8,4.70,16.40,12.30,25.10
3505513,KRO LSNA HOT SAUCE KTCHP      ,G4CH02              ,6,16,7.31,9.06,10.81,17.00
3502037,GMDL ALL PRPS RSL FLOUR       ,G4CH12              ,3,20,11.75,11.50,7.50,19.50
3506117,SEASONING BOMBS BIRRIA        ,G4CH32              ,7,32,6.00,10.00,6.00,2.45
3506197,PRSL MARTINI OLIVE            ,G4CH53              ,6,21,6.30,10.24,7.48,15.00
3525202,WHT WNG FLOUR TORTILLA        ,G4CH63              ,7,12,7.70,12.50,11.70,25.10
3506851,WHTLLY SELF RISING FLOUR      ,G4CH73              ,6,10,8.50,16.00,11.76,40.70
3500432,KRO SPINACH                   ,G4CH83              ,8,17,4.50,12.00,9.06,12.89
3508210,KRO UNBLEACHED FLOUR          ,G4CJ02              ,6,10,10.00,16.00,11.50,38.80
3506111,SEASONING BOMBS POZOLE VE     ,G4CJ12              ,7,32,6.00,10.00,6.00,2.45
3506283,KRO WHITE WHL WHEAT FLOUR     ,G4CJ22              ,6,10,8.00,16.00,11.00,40.60
3506261,KRO WHOLE WHEAT FLOUR         ,G4CJ32              ,6,10,8.00,16.00,11.00,40.60
3520175,IMPR BROWN SUGAR POLY         ,G4CJ53              ,7,10,5.75,18.75,9.75,24.50
3502961,DELLRS MARSHMALLOWS           ,G4CJ55              ,3,10,10.70,16.10,10.20,12.10
3500002,RSTA VEGETRN REFRD BEANS      ,G4CJ65              ,7,16,4.50,12.20,9.10,13.80
3506373,PLMG YELLOW CORN MEAL         ,G4CJ73              ,5,10,6.50,17.50,9.00,25.00
3500064,RSTA NF CHLME RFRD BEANS      ,G4CJ85              ,6,16,4.50,12.20,9.10,13.80
3500508,GMDL ALL PURPOSE FLOUR        ,G4CK02              ,8,8,6.20,19.50,12.00,40.00
3591050,LACHY SOY SAUCE               ,G4CK12              ,5,17,8.00,11.25,8.75,17.00
3503886,LSUR SWT PEAS W/MSHR ONI      ,G4CK22              ,6,17,4.50,12.00,9.00,12.90
3505470,HEINZ TOMATO KETCHUP          ,G4CK32              ,6,12,7.80,12.40,11.30,26.00
3506384,KRO MILD PICANTE SAUCE        ,G4CK53              ,5,15,6.75,11.75,9.00,19.20
3505761,RICO PRM CHDR CHS SAUCE       ,G4CK55              ,7,15,4.56,12.13,8.88,13.10
3500382,KRO ITALN STEWED TOMATOES     ,G4CK63              ,3,17,9.00,12.00,9.00,25.60
3598532,KRO SOY SAUCE                 ,G4CK65              ,4,31,8.00,8.67,6.75,10.40
3591863,TANGLE CRMY MSHRM             ,G4CK73              ,2,9,10.04,13.19,12.80,18.85
3503812,KRO CRMY AG CHPT ST TC SC     ,G4CK75              ,4,61,6.88,6.25,4.19,3.70
3500560,VLSC SWEET RELISH             ,G4CK83              ,8,17,4.30,12.30,9.00,13.00
3598800,KRO LESS SODIUM SOY SAUCE     ,G4CK85              ,4,31,8.00,8.67,6.75,10.20
3500542,RICO GOURMT NACHO CHS SCE     ,G4CL22              ,9,15,4.70,12.50,9.20,14.00
3503678,KRO WHL JLPNO W CRT ONION     ,G4CL32              ,9,10,4.72,16.14,12.20,24.97
3510192,KKMN TERIYAKI SAUCE           ,G4CL53              ,4,24,7.50,9.50,8.50,14.50
3501349,REDGLD TOMATO PASTE           ,G4CL55              ,10,16,3.37,13.75,9.00,12.00
3591058,PFCHNG SWT CHLY SCE W/HNY     ,G4CL63              ,2,45,7.88,8.00,5.31,8.70
3505841,KNOR GRNLTD CHKN BOUILLON     ,G4CL65              ,4,16,7.69,12.61,8.32,13.20
3510134,OEP MLD RED ENCHILADA SCE     ,G4CM02              ,7,14,4.50,13.70,10.50,15.90
3591062,THAIKT COCONUT CREAM          ,G4CM04              ,4,32,5.25,9.31,6.31,6.20
3510095,GARCIA MILD SALSA             ,G4CM12              ,6,14,5.50,13.00,10.00,20.00
3500072,RSTA SPCY JALPNO RFRD BNS     ,G4CM14              ,6,16,4.50,12.20,9.10,13.80
3503103,OEP STKD QSO CRNCH TCDNRK     ,G4CM73              ,3,16,12.75,11.06,9.56,7.83
3501614,KRO FAJITA SEASONING MIX      ,G4CM75              ,5,70,6.50,6.00,4.50,1.20
3500088,MCCO MAYONNAISE WITH LIME     ,G4CM83              ,7,15,5.28,12.32,9.25,12.00
3504720,OEP FF REFRIED BEANS          ,G4CM85              ,7,17,4.50,12.30,9.00,14.00
3505477,KRO CRMY SRRNO ST TCO SC      ,G4CN02              ,4,56,6.88,6.25,4.19,3.70
3577250,TRAP CUT OKRA  TOMATOES       ,G4CN04              ,5,17,4.50,12.00,9.00,14.00
3596440,KRO TERIYAKI SAUCE            ,G4CN12              ,4,59,8.00,6.75,4.50,4.90
3591064,STO RICE VINEGAR              ,G4CN14              ,4,38,8.75,7.80,5.20,10.00
3505565,HEINZ NO SG ADD TOM KTCHP     ,G4CN22              ,4,40,6.50,9.50,5.00,5.80
3591093,KRO LITE COCONUT MILK         ,G4CN24              ,7,34,4.75,9.05,6.00,7.10
3510183,KKMN STIR FRY SAUCE           ,G4CN32              ,4,22,7.80,10.10,7.60,13.90
3591027,KRO SLCD WATER CHESTNUTS      ,G4CN34              ,7,23,4.88,10.43,7.08,8.20
3591480,KKMN LS SOY SAUCE             ,G4CN53              ,3,24,8.25,9.63,7.19,16.70
3505404,OEP TRADTNL REFRIED BEANS     ,G4CN55              ,7,17,4.50,12.00,9.00,13.00
3504290,PEARLS GRLC STF QUEEN OLV     ,G4CN63              ,5,45,6.13,7.69,5.19,7.50
3504482,KRO ORIGINAL BBQ SAUCE        ,G4CN65              ,4,20,8.00,11.38,7.75,15.10
3504833,RSTA WHOLE BLACK BEANS        ,G4CN73              ,5,15,4.50,12.50,9.10,13.10
3591149,LACHY CHOW MEIN NOODLES       ,G4CN75              ,6,8,4.88,16.63,12.75,6.30
