Wskusku,Description,Location,High,Tie,Case Height,Case Depth,Case Width,Case Weight
3502893,DNKN ORIG BLND GRND CFFEE     ,G4PG22              ,4,28,9.00,11.50,5.50,5.30
3505472,DNKN ORIGINAL BLEND KCUP      ,G4PG24              ,4,15,7.69,15.44,7.88,5.00
3501143,NSCF COLOMBIAN CLASICO        ,G4PG32              ,5,22,7.44,10.45,8.11,8.82
3504338,FOLGER CLASSIC ROAST COF      ,G4PG34              ,5,7,6.14,19.50,13.13,11.60
3503269,NSCF DECAF CLASSIC COFFEE     ,G4PG53              ,5,22,7.60,10.15,7.90,8.60
3506039,FOLGER SMPL SM MDRST          ,G4PG63              ,7,7,4.81,19.50,13.13,10.59
3502085,KRO MRCDO INSTNT ESPRSSO      ,G4PG65              ,4,20,7.87,10.95,7.24,7.70
3598385,STO FT PERV SWP DECF COFF     ,G4PG73              ,5,20,7.50,9.44,8.69,4.30
3501727,FREE REIN CF TX PCN PDS       ,G4PG75              ,6,17,6.00,8.00,12.00,6.00
3501121,FOLGER INSTANT COFFEE STK     ,G4PG83              ,4,47,6.90,7.10,5.60,1.10
3501271,AGGIE REVEILLE POD 12CT       ,G4PG85              ,2,24,8.00,12.00,6.00,2.75
3506429,KRO DONUT SHP BLND COFFEE     ,G4PH02              ,8,7,4.63,19.13,12.88,10.70
3500695,LUZN TEA BAGS FAMILY SIZE     ,G4PH04              ,3,20,10.00,10.00,10.00,5.80
3595339,STO FT COLMBN GRND COFFEE     ,G4PH12              ,4,20,7.50,9.44,8.69,4.81
3506564,DNKN DECAF COFFEE KCUP        ,G4PH14              ,5,20,6.35,11.99,7.99,2.60
3501806,NSCF GLD ESPRS INSTNT COF     ,G4PH22              ,6,39,6.40,8.30,5.45,4.73
3501301,RDMND TEA BAGS                ,G4PH24              ,3,20,9.75,11.77,6.85,3.30
3503937,FOLGER 100% COLMBN COF        ,G4PH32              ,7,16,5.42,12.44,8.50,4.67
3598410,STO HOUSE BLEND GRD COFF      ,G4PH53              ,4,20,7.40,7.94,7.94,5.10
3503683,CMTY COF CHCRY DRK KCUP       ,G4PH55              ,5,20,6.56,12.63,8.25,2.90
3504927,FOLGER CLSC RST KURG CS 1     ,G4PH63              ,4,10,8.13,16.06,12.00,6.30
3505643,FOLGER DCF INSTANT COFFEE     ,G4PH65              ,5,20,6.63,11.06,7.13,4.20
3502107,CFMT FRNCH VANLA COF CRMR     ,G4PH73              ,4,20,8.65,14.45,5.90,5.98
3501601,FREE REIN CF HMST MD PDS      ,G4PH75              ,6,17,6.00,8.00,12.00,5.00
3502197,DNKN ORIGINAL KCUP            ,G4PH83              ,4,10,8.13,15.31,12.00,7.20
3502437,CFMT HAZELNUT CREAMER         ,G4PH85              ,4,30,7.00,9.30,6.50,6.59
3500951,TCHC FRENCH RST INST CFE      ,G4PJ02              ,4,30,7.40,7.60,7.50,6.10
3526365,FOLGER CLSC RST CFE SNGLS     ,G4PJ04              ,4,15,9.50,15.90,7.60,4.70
3503446,NESCAFE CLASICO BRAZIL DA     ,G4PJ12              ,4,22,7.65,10.75,7.65,8.89
3506565,DNKN FRNCH VNLLA CF KCUP      ,G4PJ14              ,5,20,6.35,11.99,7.99,2.60
3504299,KRO MASTER BLEND COFFEE       ,G4PJ22              ,6,7,6.13,19.38,13.38,12.00
3500803,FOLGER INSTANT COFFEE         ,G4PJ24              ,4,16,7.77,12.13,8.19,6.00
3501595,FREE REIN CF AM DR DR PDS     ,G4PJ32              ,6,17,6.00,8.00,12.00,5.00
3502062,FREE REIN CF PRSP LR PDS      ,G4PJ63              ,6,17,6.00,8.00,12.00,5.00
3503745,CMTY COFFEE AMERICAN KCUP     ,G4PJ65              ,5,20,6.38,12.00,8.50,4.88
3501062,KRO BOLD SATIN ROAST COFF     ,G4PJ73              ,7,7,4.88,19.38,13.38,11.76
3501304,DNKN FRNCH VNLA COFF PODS     ,G4PJ75              ,4,15,7.69,15.44,7.88,4.70
3503513,CMTY COF RBCHIC COFFEE        ,G4PJ83              ,3,19,9.75,12.25,6.13,6.16
3598257,STO HOUSE BLEND WB COFFEE     ,G4PJ85              ,3,20,9.38,7.94,7.94,5.10
3502103,CFMT ORGNL LQUD COF CRMR      ,G4PK02              ,4,20,8.30,14.45,5.90,6.76
3506180,CMTY COF CHCRY DRK KCUP       ,G4PK04              ,4,20,8.00,12.00,6.38,2.20
3506666,BSTLO COFFEE BRICK            ,G4PK12              ,6,20,5.62,14.25,6.56,8.00
3503515,CMTY COF DB IN BLN DR GR      ,G4PK22              ,3,28,9.75,11.50,6.00,10.07
3503598,CMTY COF DRKBLD ESSPR RG      ,G4PK32              ,3,28,9.75,11.50,6.00,10.07
3503693,CMTY COF SNTR BD DK RT CF     ,G4PK53              ,4,15,7.94,15.50,8.00,5.51
3500866,NSTL COFFEE MATE HZLNT TB     ,G4PK63              ,4,20,8.65,14.45,5.90,5.98
3503540,DNKN CRML CAKE GRND CFFEE     ,G4PK65              ,4,28,9.10,11.50,5.50,4.90
3503710,CMTY COF BKFT BD MD RT CF     ,G4PK73              ,4,15,7.94,15.50,8.00,5.51
3590144,DNKN ORIGINAL RNG COFFEE      ,G4PK75              ,4,17,9.50,14.56,6.44,7.80
3503716,CMTY COF DB INTS BLND CP      ,G4PK83              ,4,20,8.50,12.00,6.38,3.69
3503015,CMTY COF CAFE SPCL GRND       ,G4PK85              ,3,28,9.50,11.50,6.00,5.00
3503720,CMTY COF BRKFST BLND GRND     ,G4PL02              ,3,28,9.50,11.50,6.00,5.00
3503036,CMTY COF COLOMBIA CLASSCO     ,G4PL04              ,3,28,9.50,11.50,6.00,5.00
3504191,NSCF CAFE DE OLLA CIN COF     ,G4PL12              ,5,22,7.10,10.10,7.45,7.08
3503040,CMTY COF HAZELNUT GRND        ,G4PL14              ,3,28,9.50,11.00,6.00,5.00
3501917,NSCF FLV INST CFF VNLLA       ,G4PL22              ,6,22,6.75,10.55,7.90,7.90
3503804,CMTY COF DARK ROAST WBEAN     ,G4PL32              ,3,28,9.50,11.00,5.50,5.50
3503619,FOLGER CLASSIC ROAST KCUP     ,G4PL34              ,4,15,7.69,15.44,7.88,4.00
3503813,CMTY COF SNTR BD DK RT CF     ,G4PL53              ,4,10,8.38,15.38,12.13,7.70
3503055,CMTY COF BREAKFST BLND WB     ,G4PL55              ,3,28,9.50,11.00,5.50,5.50
3503830,CMTY COF BKFT BD MD RT CF     ,G4PL63              ,4,10,8.38,15.38,12.13,7.70
3503068,CMTY COF MARDI GRAS GRND      ,G4PL65              ,4,28,8.50,11.18,5.63,5.00
3503836,CMTY COF CAFE GRC RB          ,G4PL73              ,3,19,9.75,12.25,6.13,6.16
3501288,DNKN COLOMBIAN CFFE KCUP      ,G4PL75              ,6,20,6.35,11.99,7.99,2.60
3503859,CMTY COF CAFE SPCL GRND       ,G4PL83              ,3,20,11.60,11.60,7.80,10.00
3505642,FOLGER INST CLSC CF CRYST     ,G4PM02              ,5,20,6.63,11.13,6.13,4.20
3503258,DNKN DCF GRD ORIG BLD COF     ,G4PM04              ,4,28,8.50,11.70,5.50,5.30
3506231,GVLA CAPPUCCINO KCUP          ,G4PM12              ,8,12,4.25,11.88,12.00,3.30
3501244,AGGIE COWBY BOLD POD 12CT     ,G4PM14              ,2,24,8.00,6.00,12.00,2.75
3503155,CMTY COF HLF CAFF MED DRK     ,G4PM24              ,3,28,9.75,11.50,6.00,4.80
3501582,LUZN DECAF TEA FAMILY SZ      ,G4PM32              ,5,23,7.38,10.06,8.06,2.90
3503176,CMTY COF  CHICORY GRND        ,G4PM34              ,3,28,9.50,11.50,6.00,5.00
3503863,CMTY COF BRKFST BLND GRND     ,G4PM53              ,3,20,11.60,11.60,7.80,10.00
3503196,CMTY COF DCAF GRND SPCL       ,G4PM55              ,3,28,9.50,11.50,6.00,5.00
3503895,CMTY COF FRST LT PDS LR       ,G4PM63              ,4,20,8.50,12.00,6.38,3.00
3503218,CMTY COF HOUSE BLEND GRND     ,G4PM65              ,3,28,9.50,11.00,6.00,5.00
3503348,KRO ND COFF CREAMER           ,G4PM73              ,3,26,9.56,10.38,7.06,7.10
3500957,FRCC AMERICAN DIRT COFFEE     ,G4PM75              ,4,20,7.88,9.63,9.13,5.50
3503898,CMTY COF DARK ROAST GRND      ,G4PM83              ,3,20,11.60,11.60,7.80,10.00
3503224,CMTY COF CARAMEL GROUND       ,G4PM85              ,3,28,9.50,11.25,5.75,5.50
3506738,LUZN SWEET TEA BAGS 22CT      ,G4PN02              ,5,30,7.13,8.13,8.00,2.48
3504721,DUNKIN BUTTER PECAN KCUP      ,G4PN12              ,7,20,6.35,11.99,7.99,2.61
3503637,KRO ND CRMR HAZELNUT          ,G4PN22              ,4,30,7.81,9.75,6.31,6.45
3503927,CMTY COF DRK BLD ESPR         ,G4PN32              ,3,28,9.25,11.56,6.00,5.00
3503634,FOLGER BLCK SLK GRD KCUP      ,G4PN53              ,4,15,7.69,15.44,7.88,4.00
3504774,8OCLK CFE ORIGNL MR WB        ,G4PN55              ,4,30,7.88,8.13,8.12,4.48
3503919,NSCF GOLD DECAF ESPR INST     ,G4PN63              ,6,39,6.30,8.10,5.35,4.63
3501122,NSCF CLSCO DRK RST COFFEE     ,G4PN73              ,4,22,7.50,10.50,7.65,8.70
3505237,LUZN UNSWEET ICED TEA POD     ,G4PN83              ,5,20,6.00,7.56,11.50,2.09
3503247,CMTY COF PECAN PRLN GRND      ,G4PN85              ,3,28,9.50,11.25,5.75,5.50
3501552,LUZN TEA BAGS FAMILY SIZE     ,G4PP02              ,4,23,6.90,9.50,7.80,3.10
3501818,LUZN COLD BREW BLACK TEA      ,G4PP12              ,5,23,7.30,10.60,8.00,2.60
3503426,CMTY COF AMRCN CLASSIC        ,G4PP14              ,4,28,9.00,11.25,6.00,4.75
3503350,CMTY COF NEW ORLEANS BLND     ,G4PP22              ,3,28,9.25,11.25,5.75,4.90
3505305,8OCLK ORIGINAL WB BOFFEE      ,G4PP34              ,4,20,8.63,14.31,6.10,7.80
3505309,8OCLK ORIGINAL GRND COFFE     ,G4PP53              ,4,20,8.63,14.31,6.10,7.80
3501340,8OCLK COLOMBIAN PEAKS GRO     ,G4PP55              ,4,30,7.88,8.13,8.13,4.30
3505312,8OCLK CLMBN PEAKS WB COFF     ,G4PP63              ,4,20,8.63,14.31,6.30,7.80
3502042,EIGHT OCLOCK COFFEE ORI       ,G4PP65              ,4,30,7.88,8.13,8.13,4.30
3500231,NESCAFE GOLD CARAME           ,G4PP73              ,6,39,6.30,8.10,5.30,4.67
3501101,DNKN HAZELNUT COFFEE KCUP     ,G4PP75              ,5,20,6.35,11.99,7.99,2.72
3594661,ST PRTN MUSH DECAF COFF       ,G4PP83              ,7,13,5.50,13.50,9.00,5.10
3506194,CMTY COF CAFE SPEC KCUPS      ,G4PP85              ,4,20,8.00,12.00,6.38,2.20
3594972,BTYC HMSTYL CHS SCLLP POT     ,G4PQ02              ,4,16,8.12,12.00,10.00,4.80
3506169,CMTY COF CRNVL CAKE KCUPS     ,G4PQ04              ,2,24,8.00,12.00,6.38,2.20
3595412,BTYC AU GRATIN POTATOES       ,G4PQ14              ,4,16,8.12,12.00,10.00,4.80
3500776,NESCAFE GOLD VANILL           ,G4PQ22              ,6,39,6.30,8.10,5.30,4.67
3501118,CAFE BUSTELO ESPRSS KCUP      ,G4PQ24              ,4,15,7.69,15.44,7.88,4.82
3595068,BTYC SWT POT MSH POTATOES     ,G4PQ32              ,4,33,8.25,9.93,5.68,2.46
3501948,NSCF FLV INST CFF MOCHA       ,G4PQ53              ,6,22,6.75,10.55,7.90,7.90
3595181,BTYC SCALLPD CASSRL POT       ,G4PQ55              ,4,16,8.12,10.81,10.12,4.60
3501126,CMTY COF CN RLL PODS          ,G4PQ63              ,4,20,8.00,12.00,6.38,2.25
3597545,BTYC CHEDDR CLASSIC 3 CHS     ,G4PQ65              ,4,16,8.12,12.00,10.00,4.80
3594736,ST WHEY PROTEIN COFFEE        ,G4PQ73              ,7,13,6.00,13.75,9.50,5.10
3515221,STVTP TURKEY STUFFING MIX     ,G4PQ75              ,4,16,8.00,11.50,10.50,5.90
3501331,CMTY COF CHOCLVA CAKE POD     ,G4PQ83              ,4,20,8.00,12.00,6.38,2.25
3501102,DNKN HZLNUT KCUPS             ,G4PQ85              ,4,15,7.69,15.44,7.88,4.23
3503167,OSCM BACON BITS               ,G4PR02              ,7,33,4.13,8.25,6.75,1.50
3501310,DUNKIN  DECAF MDM K CUP       ,G4PR04              ,4,15,7.69,15.44,7.88,4.74
3504159,CMTY COF ICD CF VNL POD       ,G4PR12              ,4,20,8.50,6.38,12.00,2.64
3505238,LUZN SWEET ICED TEA POD       ,G4PR22              ,5,20,6.00,7.56,11.50,2.12
3584604,KRO CORNBREAD STUFFNG MX      ,G4PR24              ,4,16,8.25,12.31,10.19,5.50
3504185,CMTY COF ICD CFFE BLK POD     ,G4PR32              ,4,20,8.50,6.38,12.00,2.64
3584605,KRO PORK STUFFING MIX         ,G4PR53              ,4,16,8.38,12.38,10.25,5.50
3503571,STVTP CHICKEN STUFFING MX     ,G4PR63              ,4,16,7.70,11.30,10.50,5.80
3590936,BTYC MASHED POTATO BUDS       ,G4PR65              ,3,18,11.37,13.50,7.87,12.25
3501202,AGGIE BOTTLECAP POD 12CT      ,G4PR75              ,2,24,8.00,6.00,12.00,2.75
3598686,KRO CHICKEN STUFFING MIX      ,G4PR83              ,4,16,8.38,12.38,10.25,5.50
3501147,AGGIE TEXAS PCN POD 12CT      ,G4PR85              ,2,24,8.00,6.00,12.00,2.75
3515214,STVTP CORN BREAD STUFFING     ,G4PS22              ,5,16,8.00,11.00,10.50,5.60
3590701,BTYC RSTD GRLC MSHD POT       ,G4PS24              ,4,33,8.25,9.93,5.68,2.10
3596336,BC JULIENNE CSRL POTATOES     ,G4PS32              ,4,16,8.12,12.00,10.00,4.85
3595666,BTYC SCALLOPED POTATOES       ,G4PS34              ,4,16,8.12,12.00,10.00,4.80
3578277,STVTP SAVORY HERB STUFFNG     ,G4PS53              ,5,16,8.10,11.30,10.40,5.90
3598661,KRO TURKEY STUFFING MIX       ,G4PS55              ,4,16,8.25,12.31,10.19,5.50
3513642,HRSHY SYRUP BOTTLE FAM SZ     ,G4QA02              ,3,10,11.00,22.00,7.90,39.50
3502598,DUNHNS DLY PRTN CHO CK MX     ,G4QA04              ,3,22,11.25,10.38,7.63,12.83
3508297,WHT WNG FLOUR                 ,G4QA12              ,5,12,7.50,12.10,11.80,30.50
3503454,DUNHNS DLY PRTN YLW CK MX     ,G4QA14              ,3,22,11.25,10.38,7.63,12.83
3505324,KROGER APPLE CIDER VNEGAR     ,G4QA73              ,3,12,12.50,13.00,13.00,38.00
3590800,STAR EXTRA VRGN OLIVE OIL     ,G4QA75              ,4,25,9.80,9.80,6.50,16.60
3515500,BISQK PANCAKE  BAKING MX      ,G4QA83              ,3,12,10.80,13.60,11.80,33.00
3503792,BTYC SPR MST CH FDG CK MX     ,G4QA85              ,4,16,7.56,11.87,9.50,12.20
3502949,MBTW SYRUP                    ,G4QB02              ,3,13,12.00,14.06,9.38,29.79
3503332,BTYC REESES NT BTR CKI MX     ,G4QB04              ,4,16,8.25,11.87,10.00,10.27
3503309,PONR ROAST PORK GRAVY MIX     ,G4QB12              ,3,56,6.25,6.38,4.75,1.56
3514931,BTYC SUGAR COOKIE MIX         ,G4QB14              ,3,16,8.50,13.20,9.20,14.40
3508407,PONR CMPLT BTRMLK PNCK MX     ,G4QB22              ,3,9,9.10,13.10,12.60,26.10
3515069,BTYC CHOC CHIP COOKIE MIX     ,G4QB24              ,5,16,8.10,13.00,9.50,14.60
3506370,PLMG SLF RISNG WHT CORNML     ,G4QB32              ,5,10,7.50,16.00,11.00,41.50
3503653,KRO PLAIN BREAD CRUMBS        ,G4QB34              ,5,22,7.00,10.38,7.13,7.10
3504267,PONR BAKING MIX               ,G4QB53              ,3,9,10.10,13.60,12.10,27.60
3503803,KRO ITALIAN BREAD CRUMBS      ,G4QB55              ,5,22,7.00,10.38,7.13,7.10
3502583,LGCB REGULAR SYRUP            ,G4QB63              ,3,15,10.70,13.60,10.00,27.51
3501817,CAMP CHICKEN GRAVY            ,G4QB65              ,7,20,4.13,10.94,8.13,9.00
3501111,CRCKPT POT ROAST SEASON       ,G4QB73              ,6,72,5.75,5.69,4.31,1.10
3502879,PONR TURKEY GRAVY MIX         ,G4QB75              ,5,56,6.63,6.63,5.00,1.50
3596153,STO CANNED PUMPKIN            ,G4QB83              ,7,17,4.75,12.00,9.00,14.00
3505194,C SHLBY WHITE CHKN CHILI      ,G4QB85              ,5,32,6.25,9.25,6.13,2.50
3505143,PRSL AVOCADO OIL              ,G4QC02              ,2,45,11.50,8.00,5.25,23.50
3590597,STO PANKO                     ,G4QC04              ,3,20,9.00,13.81,5.19,3.60
3504808,KRO COUNTRY SAUSAGE GRAVY     ,G4QC12              ,8,17,4.63,12.13,9.00,13.10
3503593,PRSL PARM HERB PANKO          ,G4QC14              ,4,31,8.75,11.13,5.13,2.40
3501172,HEINZ HMSTYL MSHROOM GRVY     ,G4QC22              ,6,18,5.60,11.10,8.80,15.00
3500849,SHKNBK PORK SSND MX 2CT       ,G4QC24              ,4,24,7.50,10.00,7.88,4.60
3505868,MCCO BROWN GRAVY MIX          ,G4QC32              ,4,60,5.75,8.75,5.00,2.00
3500211,HORMEL ORIGINAL CHILI SEA     ,G4QC34              ,6,37,5.44,8.81,5.94,2.00
3502438,DLY PRTN CRM STRWBR FRST      ,G4QC53              ,10,15,3.94,14.75,7.44,8.69
3528474,PONR COUNTRY GRAVY MIX        ,G4QC55              ,5,20,6.00,9.50,9.50,4.80
3503396,KRO TURKEY GRAVY              ,G4QC63              ,7,19,5.25,11.25,8.50,16.00
3502079,MAWT WILDBERRY MUFFIN MIX     ,G4QC65              ,4,28,7.50,12.00,5.50,5.70
3501448,HUNGRY JACK 5 LB PANCAKE      ,G4QC73              ,4,10,9.06,11.60,15.50,32.50
3505273,HORMEL MILD CHILI SEASONI     ,G4QC75              ,6,37,5.44,8.81,5.94,2.00
3500655,MRTN NATURES SEASONING        ,G4QC83              ,6,26,6.30,9.70,7.30,7.40
3505278,MCCORMICK 30% LESS SODIUM     ,G4QC85              ,5,60,6.25,5.25,4.38,0.98
3577081,LIBBY CNTRY SAUSAGE GRAVY     ,G4QD02              ,7,15,4.56,12.37,9.25,12.60
3503568,PONR COUNTRY FF GRAVY MIX     ,G4QD04              ,4,40,6.30,9.50,4.70,2.30
3503445,KRO CHICKEN GRAVY             ,G4QD12              ,7,19,5.25,11.25,8.50,16.00
3505865,MCCO CHILI SEASON MIX         ,G4QD14              ,3,60,6.25,8.69,5.25,2.40
3501841,CAMP BEEF GRAVY               ,G4QD22              ,9,20,4.00,12.88,9.50,9.00
3500199,KRO LIGHT BROWN SUGAR         ,G4QD32              ,6,10,5.75,18.00,12.75,25.00
3500837,KRO PECAN PIECES              ,G4QD34              ,5,20,6.88,7.25,12.00,3.15
3500240,PONR SAUSAGE GRAVY MIX        ,G4QD53              ,4,20,6.40,9.00,9.50,4.90
3500018,STEVIA EXTRACT IN THE RAW     ,G4QD55              ,4,8,8.00,18.10,11.00,4.90
3502036,KRO WHITE COOKING WINE        ,G4QD63              ,4,45,9.25,7.00,4.50,5.90
3500736,SHKNBK EXTRA CRISPY           ,G4QD65              ,2,24,7.50,10.00,7.88,4.60
3528476,PONR BISCUIT GRAVY MIX        ,G4QD73              ,4,20,6.20,9.50,9.00,4.80
3502014,BTYC GLTN FR CHOC CHP CKY     ,G4QD75              ,3,38,7.81,10.00,6.37,8.14
3510759,HEINZ HMSTYL TURKEY GRAVY     ,G4QD83              ,6,18,5.00,11.50,9.00,14.10
3501475,PAM CKNG SPR OLV OIL 2PK      ,G4QD85              ,4,26,9.69,9.50,7.19,8.10
3500864,KRO GRAPESEED OIL             ,G4QF02              ,6,34,10.00,5.95,8.80,10.00
3596202,BRTL XVRG OLV OIL DRS DRZ     ,G4QF12              ,6,45,9.30,7.80,5.50,6.97
3504058,HEINZ HMSTYL PORK GRAVY       ,G4QF22              ,6,18,5.50,8.80,11.60,14.80
3505639,PILLSBURY SWIRL CAK           ,G4QF24              ,6,12,7.56,11.94,12.88,13.88
3510766,HEINZ HMSTYL CHICKEN GRVY     ,G4QF32              ,6,18,5.50,11.50,9.00,14.40
3503708,PONR FF BROWN GRAVY MIX       ,G4QF34              ,6,56,6.30,6.20,4.70,1.70
3510764,HEINZ HMSTYL BEEF GRAVY       ,G4QF53              ,6,18,5.20,11.50,8.50,14.10
3504205,KRO GRAHAM CRACKER CRUMBS     ,G4QF55              ,6,16,5.81,12.50,8.75,6.00
3505866,MCCO AU JUS GRAVY MIX         ,G4QF63              ,6,60,4.38,6.25,5.25,1.00
3504460,KRO SWEETND COCONUT FLAKE     ,G4QF65              ,5,20,6.50,10.24,8.66,6.00
3512893,DMNO PURE CANE GRNLT SUGR     ,G4QF73              ,6,10,7.50,19.00,9.50,40.00
3505110,KROGER RED WINE VINEGAR       ,G4QF83              ,3,59,9.38,6.56,4.38,5.60
3500801,PLLSBRY FUNFETTI CK MIX       ,G4QG02              ,6,12,7.56,12.88,11.94,16.58
3595787,FLRD DMERARA CANE SUGAR       ,G4QG12              ,10,10,5.00,15.25,10.50,12.69
3591618,STO CCNT MLK 17-19% FAT       ,G4QG22              ,10,16,4.53,12.60,9.02,12.40
3503373,HEINZ HMSTYL BROWN GRAVY      ,G4QG32              ,6,18,5.38,11.56,8.75,14.27
3591106,KRO 100% PURE OLIVE OIL       ,G4QG53              ,4,27,10.20,9.84,6.62,13.20
3595751,ST PROTEIN BROWNIE            ,G4QG63              ,5,21,7.75,12.50,6.25,6.47
3500890,BRTL BALSAMIC VINEGAR         ,G4QG73              ,5,34,9.40,6.28,8.08,10.45
3501007,CARN LECHE FLV EVPRT MILK     ,G4QG83              ,8,8,4.00,17.90,12.35,23.20
3503471,KRO PUMPKIN                   ,G4QH02              ,10,10,5.00,16.20,12.10,27.00
3505325,KROGER APPLE CIDER VNEGAR     ,G4QH12              ,5,10,9.50,20.00,10.50,40.00
3505403,LWRY CASERO GRLC PWDR         ,G4QH22              ,5,20,6.44,11.19,8.31,7.87
3504629,KRO LT CORN SYRUP PLASTIC     ,G4QH32              ,3,11,9.63,11.81,13.75,36.70
3500942,BRTL RED WINE VINEGAR         ,G4QH53              ,5,34,9.40,6.28,8.08,10.45
3501013,KRO SIMPLY5 CHOC SYRUP        ,G4QH63              ,5,20,7.12,9.25,9.56,17.00
3500256,KRO IODIZED SALT              ,G4QH73              ,8,7,5.50,20.19,13.57,41.30
3502130,PTS GL CMP BM PNCK WFL MX     ,G4QH83              ,5,9,8.90,13.10,12.40,26.60
3500959,BRTL WHITE WINE VINEGAR       ,G4QJ02              ,5,34,9.40,6.28,8.08,10.45
3500253,KRO FREE FLOWING SALT         ,G4QJ12              ,8,7,5.50,20.19,13.57,41.30
3502866,CPRI SN STRWBRY KIWI 30PK     ,G4QJ22              ,8,16,5.50,11.00,9.50,13.20
3500344,SMRTWY GROUND BLCK PEPPER     ,G4QJ32              ,8,80,4.13,5.25,3.25,1.20
3591606,KRO EXTRA VRGN OLIVE OIL      ,G4QJ53              ,4,42,8.70,8.10,5.50,6.90
3505608,HEINZ HMSTYL AU JUS GRAVY     ,G4QJ63              ,8,18,5.38,11.56,8.75,14.27
3500962,SWMS MRSHMW HT CC MX 30CT     ,G4QJ73              ,4,15,10.75,16.00,7.75,12.38
3523031,LIBBY 100% PURE PUMPKIN       ,G4QJ83              ,12,10,4.80,16.00,12.40,25.70
3500690,KRO REG MARSHMALLOWS          ,G4QK02              ,5,10,8.50,15.75,12.00,8.80
3505555,BETTY CROCKER MMS P           ,G4QK12              ,6,17,8.00,11.75,9.12,9.50
3500883,SWMS DBL CHOC FLAV 6CT        ,G4QK22              ,4,20,10.88,11.94,8.13,6.98
3505623,BTYC PB CC SFT CKIE MX        ,G4QK32              ,5,20,9.00,10.00,6.00,8.30
3506018,PRL MLG LITE SYRUP BUTTER     ,G4QK53              ,3,12,10.00,13.00,11.44,24.70
3503390,BTYC REESES NO BAKE BR MX     ,G4QK55              ,4,17,8.25,11.75,9.12,9.90
3501093,SMRTWY PAPRIKA                ,G4QK63              ,5,80,4.13,5.25,3.25,1.10
3502820,HD VLY RNCH NGHT SSNG MIX     ,G4QK65              ,6,23,6.13,8.81,5.94,1.83
3503197,KRO BEEF GRAVY                ,G4QK73              ,7,19,5.25,11.25,8.50,16.00
3505375,KRO MARSHMALLOW CREME         ,G4QK83              ,5,6,6.50,19.00,14.50,12.10
3590665,ST ITALIAN BREADCRUMB         ,G4QK85              ,5,37,6.13,8.50,7.75,4.50
3505562,BTYC SPR MST VNLA CKE MIX     ,G4QL02              ,6,16,7.56,11.87,9.50,12.25
3505826,PRSL GRDE A AMBR MPLE SYR     ,G4QL12              ,4,18,8.00,12.50,8.25,22.00
3508407,PONR CMPLT BTRMLK PNCK MX     ,G4QL22              ,3,9,9.10,13.10,12.60,26.10
3502779,LIBBY 100% PURE PUMPKIN       ,G4QL32              ,10,8,4.50,17.60,11.70,26.30
3501829,CAMP TURKEY GRAVY             ,G4QL53              ,9,20,4.13,10.94,8.13,9.05
3590723,ST PLAIN BREADCRUMB           ,G4QL55              ,5,37,6.13,8.25,7.75,4.50
3502381,DLY PRTN CRMY VNLLA FRTNG     ,G4QL63              ,10,15,3.94,14.75,7.44,8.69
3501528,KRO UNSWTND COCONUT FLAKE     ,G4QL65              ,6,20,5.28,9.25,8.54,3.10
3502525,MBTW SYRUP PLASTIC            ,G4QL73              ,4,12,10.00,12.00,11.00,25.80
3506021,PRL MLG COMP BTRMLK PANCK     ,G4QL83              ,5,12,7.00,12.80,12.40,25.70
3501016,BRTL CKNG OIL CNLA   OLV      ,G4QM22              ,6,33,10.50,6.22,9.33,9.98
3501029,BRTL CKNG OIL CNLA   OLV      ,G4QM32              ,6,20,10.90,11.90,7.90,19.21
3500529,SMRTWY GRND CINNAMON          ,G4QM53              ,8,80,4.13,5.25,3.25,1.20
3512943,HEINZ APPLE CIDER VINEGAR     ,G4QM63              ,3,11,9.80,14.50,11.00,35.10
3507772,HRSHY SPEC DRK CHOC SYRUP     ,G4QN02              ,3,16,9.50,12.50,8.50,17.50
3501524,PLBRY MLK CHOC BROWNIE MX     ,G4QN04              ,4,16,7.56,11.94,9.88,15.50
3503249,PLBRY FNFTI GF CAKE MIX       ,G4QN12              ,4,16,7.91,11.86,9.88,14.50
3504793,BTYC DLTS SUPR BROWNIE MX     ,G4QN14              ,4,17,7.75,11.93,9.12,13.00
3521983,STNS SYRUP GLASS              ,G4QN73              ,5,15,7.00,12.50,9.50,20.00
3505300,KRAFT JETPFF MARSHM CREME     ,G4QN75              ,8,20,4.13,11.81,7.88,3.40
3505322,KROGER DSTLLD WHT VINEGAR     ,G4QN83              ,4,17,7.80,12.00,9.00,21.00
3502365,DLY PRTN VNLA CK MIX          ,G4QN85              ,3,22,11.25,10.38,7.63,12.83
3506006,PRL MLG PANCAKE MIX           ,G4QP02              ,4,12,8.69,12.81,12.50,26.70
3503615,PRSL ITALIAN PANKO            ,G4QP04              ,4,31,8.75,11.13,5.13,2.40
3502113,JIFFY BAKING MIX              ,G4QP12              ,4,14,9.19,13.50,10.50,21.18
3500100,EAGLE SWTND CONDENSD MILK     ,G4QP14              ,4,48,9.13,4.00,9.88,6.00
3502315,MBTW LITE SYRUP PLASTIC       ,G4QP22              ,3,16,10.38,12.63,11.25,25.30
3504446,KRO SWEETND COCONUT FLAKE     ,G4QP24              ,6,10,5.63,15.47,10.63,11.50
3505707,SMRTWY GARLIC POWDER          ,G4QP32              ,7,80,4.13,5.25,3.25,1.10
